folder	genename	effect_size_iptghigh_mean	effect_size_iptghigh_sd	lower_iptghigh	upper_iptghigh	effect_size_iptglow_mean	effect_size_iptglow_sd	lower_iptglow	upper_iptglow
RcaT-Eco1	P1_gp101	0.4609166666666667	0.5237555742091453	-0.06283890754247862	0.984672240875812	-0.22183333333333333	0.783894106175681	-1.0057274395090143	0.5620607728423477
RcaT-Eco1	P1_gp102	0.11933333333333332	0.25572084685287494	-0.13638751351954162	0.3750541801862083	-0.21866666666666668	0.607534261410728	-0.8262009280773946	0.3888675947440613
RcaT-Eco1	P1_gp103	0.30075	0.7009891874409269	-0.40023918744092685	1.001739187440927	-0.2953333333333333	0.6409016848916609	-0.9362350182249941	0.3455683515583276
RcaT-Eco1	P1_gp104	0.3205833333333333	0.705937475770319	-0.3853541424369857	1.0265208091036522	0.19533333333333328	0.6350397744641788	-0.43970644113084556	0.83037310779751206
RcaT-Eco1	P1_gp106	0.08899999999999991	0.6857916460691117	-0.5967916460691118	0.7747916460691116	0.5110000000000001	0.9143238932775309	-0.4033238932775308	1.4253238932775312
RcaT-Eco1	P1_gp107	0.27125000000000005	0.667146859258276	-0.39589685925827595	0.9383968592582761	0.13141666666666663	0.8206243142580625	-0.6892076475913959	0.9520409809247291
RcaT-Eco1	P1_gp108	0.6716666666666666	0.784309462733514	-0.11264279606684735	1.4559761294001805	0.22466666666666665	0.8940383694565945	-0.6693717027899279	1.118705036123261
RcaT-Eco1	P1_gp109	0.60525	0.33001683841338103	0.2752331615866189	0.935266838413381	0.3254166666666667	0.7225430416035413	-0.39712637493687464	1.047959708270208
RcaT-Eco1	P1_gp110	0.03316666666666665	0.43164144070435745	-0.3984747740376908	0.46480810737102407	0.29141666666666666	0.6890864120945451	-0.3976697454278785	0.9805030787612118
RcaT-Eco1	P1_gp111	0.5606666666666666	0.4636121681149476	0.09705449855171905	1.0242788347816143	-0.12958333333333327	0.7260690498509872	-0.8556523831843205	0.5964857165176539
RcaT-Eco1	P1_gp112	0.3406666666666666	0.6413885977575009	-0.3007219310908343	0.9820552644241676	-0.23058333333333336	0.5163630608458167	-0.7469463941791501	0.2857797275124834
RcaT-Eco1	P1_gp113	-0.0016666666666667143	0.39099135850328254	-0.39265802516994924	0.38932469183661583	-0.26975	0.2846200417781892	-0.5543700417781892	0.014870041778189236
RcaT-Eco1	P1_gp114	0.022583333333333296	0.29234396252401457	-0.2697606291906813	0.31492729585734786	-0.14191666666666666	0.36044327717493363	-0.5023599438416003	0.21852661050826697
RcaT-Eco1	P1_gp115	0.05491666666666667	0.22158415529723208	-0.1666674886305654	0.27650082196389875	0.16524999999999998	0.19430675139161696	-0.02905675139161698	0.3595567513916169
RcaT-Eco1	P1_gp116	-0.05275000000000002	0.4676234158924348	-0.5203734158924348	0.41487341589243476	0.4611666666666666	0.42766402134329135	0.03350264532337527	0.8888306880099579
RcaT-Eco1	P1_gr044	0.14220000000000002	0.33924124487187907	-0.19704124487187905	0.4814412448718791	0.024599999999999997	0.34089301026046936	-0.31629301026046935	0.3654930102604694
RcaT-Eco1	P1_gt070	0.0050000000000000044	0.5845849429771139	-0.5795849429771139	0.589584942977114	0.1815	0.6403981834244483	-0.4588981834244483	0.8218981834244483
RcaT-Eco1	P1_gt071	-0.835625	0.5041141983717579	-1.339739198371758	-0.3315108016282421	-0.9385	0.7077398634284453	-1.6462398634284452	-0.2307601365715547
RcaT-Eco1	P1_gt117	0.312	0.41422347942758014	-0.10222347942758014	0.7262234794275801	0.7578333333333334	0.8659441335468717	-0.10811080021353836	1.6237774668802052
RcaT-Eco1	T5_GG_001	-0.136	0.663382653869202	-0.799382653869202	0.527382653869202	0.137	0.7035238575782758	-0.5665238575782758	0.8405238575782759
RcaT-Eco1	T5_GG_002	0.2799166666666667	0.48551199935238626	-0.20559533268571956	0.765428666019053	0.4106666666666666	0.6128676756680743	-0.2022010090014077	1.023534342334741
RcaT-Eco1	T5_GG_003	0.07166666666666666	0.5874436659000254	-0.5157769992333587	0.659110332566692	-0.023499999999999983	0.765482200968775	-0.7889822009687749	0.741982200968775
RcaT-Eco1	T5_GG_005	-0.8238333333333332	0.8512356615621502	-1.6750689948954833	0.027402328228817052	-0.21983333333333335	0.25047185773086666	-0.4703051910642	0.030638524397533312
RcaT-Eco1	T5_GG_006	-0.18266666666666662	0.5463818733405708	-0.7290485400072374	0.3637152066739041	-0.11883333333333332	0.3861325333785452	-0.5049658667118785	0.2672992000452119
RcaT-Eco1	T5_GG_007	0.4254166666666667	0.28840201056332754	0.13701465610333918	0.7138186772299943	0.35425	0.22380353600261255	0.13044646399738746	0.5780535360026126
RcaT-Eco1	T5_GG_008	0.9965000000000002	1.9509076092936848	-0.9544076092936846	2.947407609293685	0.619	0.8225792768278729	-0.2035792768278729	1.441579276827873
RcaT-Eco1	T5_GG_009	-0.1925	0.18010274845209884	-0.37260274845209884	-0.012397251547901167	-0.24216666666666667	0.2132880396993415	-0.45545470636600816	-0.028878626967325183
RcaT-Eco1	T5_GG_012	0.11675	0.2251400069451734	-0.10839000694517338	0.3418900069451734	-0.013250000000000003	0.2209039795517912	-0.2341539795517912	0.20765397955179118
RcaT-Eco1	T5_GG_013	-0.09366666666666662	0.3977336553600419	-0.4914003220267085	0.3040669886933753	0.70775	0.2829340189706941	0.4248159810293059	0.990684018970694
RcaT-Eco1	T5_GG_014	0.16866666666666666	0.886867145255327	-0.7182004785886603	1.0555338119219937	0.24683333333333332	0.30542930541462554	-0.05859597208129222	0.5522626387479589
RcaT-Eco1	T5_GG_016	-0.49733333333333335	0.556879019558326	-1.0542123528916594	0.05954568622499262	-0.41500000000000004	0.5416233176127281	-0.9566233176127281	0.12662331761272805
RcaT-Eco1	T5_GG_017	0.38158333333333333	0.5257805380978116	-0.14419720476447823	0.9073638714311449	-0.10333333333333333	0.33694357049359125	-0.4402769038269246	0.23361023716025792
RcaT-Eco1	T5_GG_018	0.77675	0.333235959262284	0.44351404073771605	1.109985959262284	0.45675	0.574112140613661	-0.11736214061366101	1.030862140613661
RcaT-Eco1	T5_GG_019	0.06316666666666663	0.6784382913364451	-0.6152716246697785	0.7416049580031117	0.06974999999999999	0.3273366698898024	-0.25758666988980244	0.3970866698898024
RcaT-Eco1	T5_GG_020	0.4121666666666666	0.5351825233818209	-0.1230158567151543	0.9473491900484876	0.70275	0.35859222853212586	0.34415777146787413	1.061342228532126
RcaT-Eco1	T5_GG_021	-0.6425833333333333	0.29160011794901386	-0.9341834512823471	-0.3509832153843194	-0.26875	0.31097416583726345	-0.5797241658372634	0.04222416583726346
RcaT-Eco1	T5_GG_022	-0.04391666666666668	0.3212977826744454	-0.3652144493411121	0.27738111600777876	-0.18	0.25682289617555515	-0.43682289617555514	0.07682289617555516
RcaT-Eco1	T5_GG_023	0.6783333333333333	0.18936704778783128	0.48896628554550203	0.8677003811211647	0.5573333333333333	0.3645927574539554	0.19274057587937793	0.9219260907872888
RcaT-Eco1	T5_GG_024	0.21416666666666664	0.41628155536047157	-0.20211488869380492	0.6304482220271382	0.28775	0.30909372659143675	-0.02134372659143674	0.5968437265914368
RcaT-Eco1	T5_GG_026	-0.11266666666666664	0.6212720577146292	-0.7339387243812958	0.5086053910479627	0.02499999999999994	0.6249081387037472	-0.5999081387037473	0.6499081387037471
RcaT-Eco1	T5_GG_028	0.2917499999999999	0.8982048890577654	-0.6064548890577655	1.1899548890577654	0.369	0.5005226359425806	-0.13152263594258062	0.8695226359425806
RcaT-Eco1	T5_GG_029	-0.21191666666666667	0.2613807596498861	-0.4732974263165528	0.04946409298321944	0.46349999999999997	0.6202325810092973	-0.15673258100929738	1.0837325810092973
RcaT-Eco1	T5_GG_030	0.10408333333333336	0.5012579554269317	-0.3971746220935984	0.6053412887602652	-0.11366666666666668	0.20763006146568092	-0.3212967281323476	0.09396339479901424
RcaT-Eco1	T5_GG_031	-0.45133333333333336	0.5379272227445799	-0.9892605560779133	0.08659388941124657	-0.03674999999999999	0.25335427046654724	-0.29010427046654724	0.21660427046654723
RcaT-Eco1	T5_GG_032	-0.902	0.2327179330512291	-1.1347179330512291	-0.6692820669487709	-1.0028333333333332	0.1786091890811961	-1.1814425224145293	-0.8242241442521372
RcaT-Eco1	T5_GG_033	-0.3315	0.2707328438281413	-0.6022328438281412	-0.06076715617185874	0.022333333333333327	0.3519915632597756	-0.3296582299264423	0.3743248965931089
RcaT-Eco1	T5_GG_034	-0.3245	0.33884389004109516	-0.6633438900410952	0.014343890041095153	-0.4655	0.2054460778625158	-0.6709460778625158	-0.26005392213748424
RcaT-Eco1	T5_GG_035	0.14908333333333332	0.24153654281526743	-0.09245320948193411	0.3906198761486007	0.08983333333333333	0.19749238573738084	-0.10765905240404751	0.2873257190707142
RcaT-Eco1	T5_GG_036	0.525	0.30525190789367274	0.2197480921063273	0.8302519078936728	0.6586666666666666	0.4375172377556493	0.2211494289110173	1.096183904422316
RcaT-Eco1	T5_GG_037	0.3433333333333333	0.33780772727405245	0.005525606059280874	0.6811410606073858	0.20375	0.2708388064715046	-0.06708880647150461	0.4745888064715046
RcaT-Eco1	T5_GG_038	0.16474999999999995	0.11672666206297354	0.048023337937026414	0.2814766620629735	0.44575	0.21352458874799407	0.2322254112520059	0.659274588747994
RcaT-Eco1	T5_GG_039	-0.2144166666666667	0.7132229612289851	-0.9276396278956518	0.4988062945623184	-0.002416666666666678	0.8380564591886867	-0.8404731258553533	0.83563979252202
RcaT-Eco1	T5_GG_040	-0.9270833333333334	0.23713956701154756	-1.164222900344881	-0.6899437663217858	-0.5389166666666667	0.3192871202405683	-0.858203786907235	-0.2196295464260984
RcaT-Eco1	T5_GG_042	-0.10091666666666663	0.38617717514899896	-0.4870938418156656	0.2852605084823323	-0.29766666666666663	0.43121990452738385	-0.7288865711940504	0.1335532378607172
RcaT-Eco1	T5_GG_043	-0.18999999999999995	0.5837360860712811	-0.7737360860712811	0.3937360860712812	-0.1996666666666667	0.12168613376845841	-0.3213528004351251	-0.07798053289820828
RcaT-Eco1	T5_GG_044	0.008083333333333312	0.33380709136030084	-0.3257237580269675	0.3418904246936342	0.1505	0.20983824939483964	-0.05933824939483964	0.3603382493948396
RcaT-Eco1	T5_GG_045	0.08591666666666664	0.506810069917417	-0.4208934032507503	0.5927267365840836	0.21533333333333338	0.4207736021216448	-0.2054402687883114	0.6361069354549782
RcaT-Eco1	T5_GG_047	-0.22100000000000003	0.4367959790024712	-0.6577959790024712	0.21579597900247116	-0.10333333333333335	0.2459165909347511	-0.34924992426808443	0.14258325760141777
RcaT-Eco1	T5_GG_048	0.2023333333333333	0.47652097794771053	-0.2741876446143772	0.6788543112810439	0.05458333333333335	0.3511905616699581	-0.29660722833662473	0.4057738950032915
RcaT-Eco1	T5_GG_049	-0.07433333333333332	0.3953183603889479	-0.4696516937222812	0.3209850270556146	0.028333333333333374	0.4587229968933189	-0.43038966355998554	0.4870563302266523
