folder	genename	effect_size_iptghigh_mean	effect_size_iptghigh_sd	lower_iptghigh	upper_iptghigh	effect_size_iptglow_mean	effect_size_iptglow_sd	lower_iptglow	upper_iptglow
ApeA	P1_gp001	-0.6630833333333334	1.0204200969416588	-1.683503430274992	0.35733676360832545	-0.6694166666666667	1.169640539834458	-1.8390572065011246	0.5002238731677914
ApeA	P1_gp002	-0.9481666666666666	0.654169540622909	-1.6023362072895755	-0.2939971260437576	0.07341666666666666	0.8623841643778583	-0.7889674977111916	0.9358008310445249
ApeA	P1_gp003	-0.8505833333333334	0.5180206135479611	-1.3686039468812945	-0.3325627197853722	0.26966666666666667	0.6095753116769581	-0.33990864501029144	0.8792419783436247
ApeA	P1_gp004	-0.30408333333333326	0.6126593979355806	-0.9167427312689138	0.3085760646022473	-0.31675	0.5035275789142764	-0.8202775789142763	0.18677757891427638
ApeA	P1_gp005	-0.34008333333333335	0.47622138822827	-0.8163047215616033	0.13613805489493663	-0.23116666666666666	0.40965902303197854	-0.6408256896986452	0.17849235636531188
ApeA	P1_gp006	-0.5151666666666668	0.6571367414546967	-1.1723034081213635	0.14197007478802992	-0.43875000000000003	0.5951901338686196	-1.0339401338686196	0.1564401338686196
ApeA	P1_gp007	-0.05433333333333336	0.3755760020732599	-0.42990933540659326	0.3212426687399266	-0.040749999999999995	0.43976897343946403	-0.48051897343946404	0.399018973439464
ApeA	P1_gp008	-0.4664166666666667	0.4272905033375119	-0.8937071700041785	-0.039126163329154806	-0.0859166666666667	0.4533311970760718	-0.5392478637427385	0.3674145304094051
ApeA	P1_gp009	-0.44966666666666666	0.7706250513037904	-1.220291717970457	0.3209583846371238	-0.43066666666666664	0.7116547085788333	-1.1423213752455	0.28098804191216664
ApeA	P1_gp010	-0.06033333333333334	0.30036533310842206	-0.3606986664417554	0.2400319997750887	-0.08208333333333334	0.4922847399133099	-0.5743680732466432	0.41020140657997656
ApeA	P1_gp011	0.4268333333333334	0.4247456636481164	0.0020876696852170085	0.8515789969814498	-0.05916666666666666	0.24691692873711538	-0.30608359540378205	0.1877502620704487
ApeA	P1_gp012	-0.10383333333333333	0.3213010011396375	-0.42513433447297083	0.21746766780630417	-0.20224999999999999	0.6745211264297064	-0.8767711264297064	0.4722711264297064
ApeA	P1_gp013	-0.07183333333333332	0.4700365234035897	-0.541869856736923	0.3982031900702564	-0.2975	0.49660987065941775	-0.7941098706594177	0.19910987065941776
ApeA	P1_gp014	-0.08941666666666669	0.3304854441391917	-0.4199021108058584	0.24106877747252498	-0.18408333333333335	0.3804775607607158	-0.5645608940940492	0.19639422742738247
ApeA	P1_gp015	-0.16491666666666668	0.38166440716547007	-0.5465810738321367	0.21674774049880338	-0.5093333333333333	0.32530386726967464	-0.834637200603008	-0.18402946606365866
ApeA	P1_gp016	-0.05291666666666658	0.47628628868347533	-0.529202955350142	0.4233696220168088	0.04641666666666668	0.42406998957790687	-0.3776533229112402	0.47048665624457353
ApeA	P1_gp017	0.02208333333333336	0.5205314519068395	-0.4984481185735061	0.5426147852401728	-0.06300000000000003	0.5245132808787417	-0.5875132808787418	0.46151328087874166
ApeA	P1_gp018	-0.035083333333333334	0.25508517591129626	-0.2901685092446296	0.22000184257796293	-0.09224999999999998	0.5985465919435786	-0.6907965919435786	0.5062965919435787
